FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1
46861,-1.115337647,0.396688542,0.548370855,0.219319821,0.017095427
248392,-1.731665555,0.343982297,0.423272172,1.29760954,-1.092185973
206967,-2.097704485,-0.913034805,1.468537488,1.031154032,0.346604176
209142,-0.081612012,-0.047444528,-0.208031718,0.326303595,-0.339323148
824022,-0.057768843,0.812658474,0.611306036,1.311790418,-1.19807057
799053,-0.943747192,0.420368663,-0.012186559,0.727377219,-1.319530568
1276114,-0.943747192,0.420368663,-0.012186559,0.727377219,-1.319530568
170369,0.392365982,-0.308004528,0.585400206,0.33969113,0.543467922
798662,-2.103061023,-1.8523082,-0.775143969,-0.305207082,-1.01503479
2766592,1.295374297,-0.182577237,-0.685504585,-0.319282958,-1.313875833
120010,-0.049809787,0.998125224,-0.19479836,-0.292497742,-1.801068219
170879,1.484086934,-0.695346337,0.153111905,0.452069809,-1.036837006
311074,-1.359337273,0.011240824,0.107138289,0.793593673,0.848352872
608701,-0.463747889,0.362216799,0.815111822,0.733476029,-0.76775669
1416172,-0.049809787,0.998125224,-0.19479836,-0.292497742,-1.801068219
135273,0.171804169,0.483125156,0.263583953,-0.052501208,1.01785101
128440,0.722822368,0.23017462,-0.005727618,-0.058445667,0.984892182
33666,-0.258140309,-0.412849738,0.212739329,-0.514308805,-0.30741978
410219,-0.560033716,0.997252825,0.092298829,0.241488873,-0.928436201
750742,1.193219505,-1.857572146,0.542001756,-1.004040092,0.03749058
1006782,-1.983757721,1.58111439,1.320257847,0.542284818,0.848926439
994823,1.137808103,0.043040479,-0.119444284,-0.30549403,-1.883077332
62823,1.286875431,-1.257573257,0.232479391,0.863527304,1.268743541
751019,0.219944909,0.128942968,0.22135002,0.904692562,0.146672853
327735,0.558447441,-0.366117007,0.208939884,1.253421626,-1.247407133
852007,-0.52294015,0.26743496,0.080600843,-0.148303024,1.035635375
136871,0.048301573,0.970247496,-0.313706551,0.569672586,0.648139758
313284,0.053277984,-0.087421694,1.139213378,0.549658045,0.655487363
424244,0.776438983,-1.426641405,0.35689509,0.313853252,-1.289834118
549797,-0.979444459,1.030864876,0.134055076,0.680319654,-0.170873146
850692,-0.17991219,0.061536303,0.132193902,0.66055352,0.112845366
293896,-0.030899548,0.0671095,-0.355652155,0.315997917,-0.954435264
37730,0.605155582,-1.076398279,-0.548730267,-0.299528788,0.292475536
75100,0.122514543,0.306157289,-0.112434189,0.404541367,0.586006607
78044,-0.295851069,0.85668019,0.129205702,-0.166848028,-0.497814966
144458,0.10824051,0.781506495,0.50891983,0.598650001,-1.144506417
961234,0.398673658,-0.127403587,0.207267175,-0.01044753,-1.091379444
246885,-1.477103893,-0.862594245,0.015956186,-0.119002211,-0.04945945
840402,-0.401825332,-0.089632456,-0.171279545,0.444873146,-0.862181059
406294,1.011420199,-1.769817214,-0.000653328,-0.074958941,1.562062978
479028,-1.529814129,0.617961871,0.519170343,0.367823384,0.722906398
492521,-1.112617801,0.431660458,0.685310383,1.52638733,-1.006812677
51909,-1.075648838,-0.311512721,-0.460787861,-0.785185797,0.872030661
540883,0.765411609,-1.54162457,0.241579446,-0.471603074,0.529239847
891063,0.517455535,-1.739514928,-0.01947016,0.1666251,1.686514497
500992,0.910426054,-0.857352757,-0.07027896,0.473608428,-1.561345615
232564,0.015322775,0.032583666,-0.079244983,-0.358408683,0.918213057
22124,0.775335449,-2.04099939,-0.155241499,-0.851400448,0.437675495
33161,0.018634081,0.97589923,0.593837062,0.847185814,-1.361475894
667794,-0.992520329,0.642518438,-0.197767668,-0.08561769,-0.398224196
112789,0.772847506,-0.952597061,0.081078097,-1.181082487,0.598906754
743929,-1.749807139,-0.492341799,0.051083189,0.541193414,1.088302822
38466,-1.475439722,-0.601123142,0.109197815,0.33412653,-1.404565373
424302,-0.906584713,0.184872995,0.280042959,0.094481567,-0.0450911
354189,-0.907029572,1.305534188,0.406125596,-0.163932889,1.047896701
957296,-0.659788866,0.244290326,-0.325328271,0.49696419,0.049624587
6334,-1.503123219,-0.211001203,0.233857294,0.348873509,-1.399790379
30250,-2.333253703,-0.666295781,0.245896498,0.828724957,-1.17558287
610706,-0.622136017,0.184941001,-0.362259325,-0.031487519,0.489961174
2165952,0.875779507,0.290524338,-0.42654366,-0.574592947,-1.967164447
5953,0.094073325,-0.643900793,0.285434777,-0.033799277,1.06298979
29884,-0.203568134,0.16086403,0.067214766,-0.268749343,0.967486718
958533,-1.89090396,0.123078807,0.534710996,0.449675936,0.145444459
629609,-0.392835502,0.582301797,0.197475992,-0.016660329,0.488408279
955773,-0.906051223,0.356537396,-0.196926962,0.908707725,0.187083177
667669,-0.01366199,-0.506991036,-0.400661618,-0.226719841,-1.471003222
2264745,0.834873492,-0.025136324,-0.3168667,-1.116990469,-1.845027405
36521,-0.288382358,-1.443287981,-1.078894159,-0.301747821,0.649306747
227527,-0.656058347,0.729658756,0.483751368,1.368710441,1.270706798
299471,0.222222032,-1.117123948,0.116402285,-0.173026153,1.003378001
480086,0.512520006,-0.374440574,-0.09803651,0.170784188,0.455013034
923033,-0.234305394,-0.689898035,-0.317682939,0.561641603,-0.806059443
590479,-0.006936271,-0.330663846,0.542590814,1.211939747,-0.900406506
607448,-0.258683349,1.264151288,-0.285101696,0.276312768,-1.539214543
775877,0.376764059,-1.300909062,-1.003938455,-1.369796622,1.11833384
159699,-0.596212787,0.212226257,-0.156789203,-0.36998148,1.271412784
266160,-1.946991291,1.000674859,0.969388268,0.023036252,1.257985131
378624,-0.83130961,0.378365983,0.771318851,-0.388180206,1.008405217
522768,0.800570657,0.398874823,-0.09475619,-0.094983681,0.934572534
560208,-1.243763725,0.271596333,0.384982056,0.507690121,-1.370013196
1176481,-0.359152908,-0.034709669,-0.342463943,0.085624399,-1.006654693
2639628,0.366624549,0.533386986,-0.391807898,-2.039951266,-0.020961043
5501,1.267283246,-1.43641102,-0.00928607,-0.44274078,0.488279128
673486,0.615117326,0.19493603,0.109963727,-0.007530301,-1.143997163
815039,-1.005972381,1.009606248,0.488943504,0.321629287,1.562255431
127369,-2.473364433,0.062630097,0.184665207,0.904399994,-1.174502408
279337,-0.084805068,0.811980098,-0.739446301,-0.4119885,-0.319872475
640208,1.318548271,-1.24706238,-0.242324061,-1.103086433,1.178275672
863790,1.077876332,-0.915216181,0.668341479,-0.745512222,0.133897994
472925,1.300088732,-0.71926397,-0.10816672,1.202914129,-1.353408005
274321,-1.559976226,0.455693674,-0.081747775,-0.321740299,1.082891484
894335,-1.376679028,-0.054382939,0.017380703,-0.431489191,-0.785958118
640675,-2.257756218,0.146759672,-0.007019414,0.940681737,0.347142974
140499,-0.233482949,-1.272357467,-0.49395584,0.871543911,-1.337160358
318085,1.121092254,-0.733054058,-0.206895397,-0.728270659,0.690803329
855423,-0.956371134,0.204505837,-0.208237256,0.138338949,-1.224784773
869487,-1.278238702,-0.030776699,0.032302679,0.838472253,-0.396841864
44764,0.647844124,0.202988632,-0.19741858,1.171116711,-0.698288466
988471,-2.279212384,-1.073419467,-1.04363735,-0.493737723,-1.372645836
71209,-1.240291109,0.008037326,-0.448490495,-0.93350758,0.819628165
175579,1.377787644,-0.604532849,-0.499053047,-0.299154191,0.52707936
192382,0.143731585,-0.455058588,-0.240999792,0.349903674,1.188305385
405522,-0.322040704,-0.253065283,1.0010468,0.299827895,1.228205268
825251,0.982602967,-1.371529442,0.258401074,-0.151918695,0.923756548
840102,-0.314042858,-0.333627829,0.053660851,0.749195174,-0.753025273
7920,0.462327624,-1.338978152,-0.108516879,-0.89463959,0.417711828
184043,0.947862189,-1.349022419,-0.473037686,0.213128926,-0.476505389
559405,1.401917148,0.957503774,0.058366296,-0.668138224,-1.430878481
422405,0.615118296,-0.775373133,0.64247622,0.556268207,1.827502348
102985,-0.783267473,-0.004479293,0.080405427,-0.129170892,-1.022191994
130689,-0.101572756,-0.056806719,-0.153216329,-0.228045702,0.372686627
186312,-0.17468419,1.452198106,0.514353232,0.961583361,-1.326511008
290812,0.351325038,-1.168273605,-0.165977047,0.033353872,1.031010614
542549,-1.671629247,0.541982865,0.581339417,1.174624327,-1.102421666
607028,-2.381648167,-0.148400829,-0.112340573,1.397598614,-0.947835923
790797,0.921814408,0.793906897,-0.580473983,-0.260207509,-1.867504826
272567,-0.299005152,0.925941019,1.7770951,0.560476835,0.093771666
285232,1.022238876,0.225016323,-0.208205574,-0.279841408,-1.561687001
661524,0.300455846,1.062557194,-0.200237547,0.953640171,-1.346754397
136640,-1.114954396,0.613500783,-0.0771457,-0.659289131,0.917502231
409954,-1.167358467,0.45324448,0.267254185,-0.083304984,1.43051954
548338,-1.300865783,0.141206326,0.166760264,0.571223415,0.141213412
592954,0.687428824,-0.189390974,-0.576879551,-0.30458477,0.264159021
36106,-0.446336999,0.018135332,0.225891794,-0.386887153,0.972157142
328288,-0.441262204,0.502740759,0.400242022,0.6660338,-1.386119457
332141,-0.168491815,0.442551595,0.864428199,1.271101136,-1.196689305
351733,0.087900557,-0.868950035,-0.186856302,0.29395786,-1.574122129
925450,-0.299367963,0.241370098,0.072238568,0.143042212,0.556692777
987621,0.576173112,0.004719171,-0.31547302,-0.028328025,0.998114997
69534,1.055182459,-0.885897332,-0.389138683,0.234480551,-1.063143365
319347,0.257406167,0.854073165,-0.168815772,-0.395593626,-1.518074883
59293,-0.51102012,0.533601134,0.036487703,0.366042451,-1.194503702
334193,0.717706475,0.063905251,-0.379331553,1.388704006,-1.258110944
695189,-1.974213214,0.395779228,2.448372864,0.694468883,-0.581241337
842802,-0.318461522,-0.055102242,0.273704251,0.244282962,-1.226009476
1168958,0.717706475,0.063905251,-0.379331553,1.388704006,-1.258110944
170770,0.144218616,0.29826687,0.713616902,-1.93932583,1.000568709
46699,-0.770405335,0.670665242,0.11024267,0.537526118,-0.2024689
61938,0.576609842,-0.52047931,0.136142837,0.336918646,1.140731321
102050,-0.983683776,0.6939938,1.166200916,0.666476579,0.786647745
208076,-0.395882073,0.40870744,-0.222545455,-0.127718506,-1.66213764
303506,0.821584517,0.565749566,-0.148957032,-0.585667655,-1.63752762
673621,1.084549667,0.533503136,-0.497053886,0.510473157,-1.60759461
177060,-0.150871596,-0.462842103,0.822194932,0.603520963,-1.411594
817754,0.056980976,0.375875124,-0.043260816,0.261513491,0.527535974
505047,-1.051144655,0.943798572,0.311561158,0.875872723,0.240817767
753507,0.80480815,-0.253785082,-0.015275182,-0.193721875,-0.605039092
820434,0.08576238,0.093201126,-0.287469395,-0.829406703,-0.166081834
14651,-1.508819783,0.590563554,0.174109429,-0.223475917,0.494098839
70715,-0.961138065,0.392369677,0.368449881,0.350735649,0.055179313
98081,-1.432464209,-0.440363435,0.006112312,-0.036163057,-0.932995774
233066,-0.124204732,-0.113442366,0.225238998,0.605577115,-0.840959409
376204,0.620698729,0.565281985,0.210384941,-1.340719725,1.152431359
789775,-1.19905866,-0.034502196,1.140690312,1.388836642,-1.081641941
804476,-0.648953144,-0.094396825,0.239366658,-0.159287587,-0.156332036
931086,-1.128388734,0.36953282,0.419740489,-0.177378404,0.491270306
249973,0.29751767,0.791044426,-0.006626911,1.107013507,1.41050473
265456,-0.760402299,0.29771484,0.688295923,0.489815481,0.095748031
520545,1.070124067,-1.489866508,-0.254484705,-0.050366224,-1.164467752
69986,-0.422618494,0.309105085,-0.526225865,-0.15579784,0.425799011
501407,0.792377944,-1.926929643,0.230497921,0.535081986,-1.203876025
822874,-0.542730433,-0.436562463,-0.276085191,-0.862772141,0.779293374
4852,0.624507544,0.579414898,0.056776757,0.180849906,1.342171933
61172,0.609652551,0.862080224,-0.248763669,0.746065642,-0.251119107
149946,-0.628164504,0.467493769,0.196072852,1.31060247,-1.16807388
167517,-0.130227871,0.272199043,-0.355118796,0.674885475,-0.833096533
318882,1.055438144,-0.416263498,-0.662755991,-0.152216146,0.276578609
643549,-1.65587359,0.941294749,0.152591432,0.898240555,1.181157512
780451,-0.826475624,0.87105154,-0.042885484,-0.620169315,0.919794737
895136,0.338239419,-0.189634832,-0.456843912,-0.127705365,1.594757644
1098,0.664196926,-1.391583898,-0.518372391,-0.038520698,0.999142795
83013,0.353719472,0.551296679,0.531353639,0.065040162,0.743689596
96613,-0.475978188,0.627217674,-0.105400673,0.03937199,-0.101834419
198783,-0.618429211,1.229325302,0.547647898,0.719739367,-0.155155793
315339,0.768567177,-1.469326625,0.627101129,-0.531241018,0.837449323
477875,0.054469291,0.698601986,0.306091737,1.175399991,-1.265657178
691371,1.214090693,-1.265353453,-0.468260841,0.333247996,-1.048420749
813946,0.692054322,-1.836197332,-0.348468201,-0.765285517,0.443485927
259529,-1.870268515,0.547512781,0.162437749,1.956488343,-0.866239249
632233,0.67482087,0.335308471,-0.437089118,-0.123755206,-1.773510239
303626,0.477466716,-0.529845514,0.225084499,0.273689717,1.133080842
390532,0.53430452,0.739075558,0.073467886,1.380644839,0.291883963
413524,0.706840876,0.194930086,-0.183383377,0.803731692,-0.846211253
485135,1.027442579,0.196918652,-0.174872692,0.151055853,1.027679144
934367,1.056601565,-1.126599121,-0.729302559,0.282889177,-1.651568435
2592086,0.042247815,-0.204836533,0.373123968,-1.903442617,0.075572673
208774,0.521924749,0.719595608,0.003855114,-0.089573947,-1.442988872
344275,-1.960984864,-0.274944423,0.490317614,0.448083341,-0.407792286
933458,0.947404686,0.657614697,0.129663717,-1.146740747,-0.027210976
105354,0.595709073,-0.79745316,0.545462078,0.758982688,1.279497315
224186,1.034824363,0.722046954,-0.208233541,0.283742847,0.457303411
322027,-1.694985584,-0.442885709,-0.076347427,0.291084118,0.113353399
325357,0.990134927,-0.502334575,-0.442815551,-0.613796132,1.356699743
565634,0.227979925,0.912097496,0.055169034,0.478937173,-1.539043068
755918,0.530439501,-0.411721514,-0.410977052,0.055118769,-1.104541912
777210,0.042065964,1.21965758,-0.304680132,-0.619642538,1.444500993
2487188,0.315990973,-0.250226294,0.116795721,-0.856619636,-1.975807119
671953,-0.107326127,-0.241947443,-0.137463945,-0.033895755,1.06695922
936425,-0.143992177,-0.112471114,0.326659913,0.539153138,0.066859619
149515,-0.141030391,-0.282991169,0.79952164,0.079519021,-0.106950424
510805,0.940756045,0.28627228,-0.161585807,-0.190757217,0.275295773
758601,-1.940855547,0.713169792,0.250822772,-0.420025443,-0.122323035
495784,-0.520302272,0.651462835,1.417677985,0.453433596,0.673296659
2040645,0.865629321,-0.784483896,-0.458245754,-0.384726897,-1.885139248
19892,0.244168982,-0.466784228,0.051986548,-0.231158013,0.35178824
28002,1.045109401,-1.183852642,-0.700140632,0.017377159,-1.148795206
69153,-1.338687384,-0.058469082,0.233234709,-0.542687246,1.584475504
117064,-1.214291995,-0.18562975,0.294533225,-0.249057638,0.479070293
665860,0.93996586,-0.9437958,-0.403539342,-0.333406895,0.269282937
790820,-0.182696595,-1.750512024,-0.78044247,-0.82447266,0.770204635
1340026,-0.182696595,-1.750512024,-0.78044247,-0.82447266,0.770204635
243008,0.924679537,-0.668572342,-0.411828695,-0.195474613,0.008235799
312890,0.824974431,0.421571899,0.213823867,-1.392200458,-0.11139918
131581,-0.904554474,0.325545563,-0.175998193,-0.527335145,0.953006179
172167,-0.769498617,-0.193439034,-0.580777277,0.152313365,-1.544661482
277351,-0.470428372,0.263415864,0.08336823,0.376922353,1.231207383
490860,1.174524691,-1.131349133,-0.630777643,0.201205105,-1.095598299
502198,1.307025118,-0.122622829,-0.590753953,-0.44964855,0.45191516
538677,-0.098832746,0.829282573,0.07517137,0.245479801,1.12941602
664378,-0.341905063,-0.00278091,-0.104688495,0.100975409,0.527184669
772745,0.884736691,-0.51769543,-0.540423739,-0.361640592,0.841129556
